"Gene","CellTypes","Comparisons","Occurrences","Mean_Log2FC","Mean_Abs_Log2FC","MinPadj",".Direction"
"SAT1",8,3,13,-0.184554723771838,0.392060467492033,0.0211259067808415,"drop"
"NUP54",8,3,13,-0.0130801067763143,0.38883731239578,1,"drop"
"PSMD3",8,3,13,-0.329212349034548,0.385864658701444,1,"drop"
"CTDSP1",8,3,13,-0.0920129961405255,0.38177311068976,1,"drop"
"CNOT1",8,3,13,0.18929709931773,0.371050985553234,1,"drop"
"TOP1",8,3,13,-0.171775499838776,0.35731501956144,0.00000799411143003112,"drop"
"TRA2B",8,3,13,0.299320541480429,0.339370804494718,0.0784348555019594,"drop"
"GBP1",8,3,12,-0.362445858362722,0.802649269595661,0.0000750881672122145,"drop"
"MT2A",8,2,12,0.10875063971485,0.788681907119833,0.0000000821980564720249,"drop"
"PLIN2",8,2,12,-0.734553336264216,0.734553336264216,0.00000000000421759343597568,"drop"
"ST3GAL5",8,3,12,0.330216592065265,0.693756870692528,1,"drop"
"PARP9",8,3,12,0.361734205832341,0.679838141214417,0.143209479932265,"drop"
"KMT5B",8,3,12,-0.236018161298115,0.554645913979259,1,"drop"
"ADAR",8,3,12,0.357372655238065,0.551669935344941,0.000000000874586832674877,"drop"
"PIM1",8,3,12,-0.120953004985206,0.533238683115145,1,"drop"
"PBXIP1",8,3,12,-0.360806284119807,0.526131801398932,0.0836628758349854,"drop"
"PSMD12",8,3,12,-0.162021670567566,0.512147332017128,1,"drop"
"VASP",8,3,12,-0.31653160118925,0.500343191488754,0.000159870080236224,"drop"
"JAK3",8,3,12,0.0349229353911502,0.483074031588436,1,"drop"
"MRPS6",8,3,12,-0.224299042625158,0.482671217858812,0.00000109994774159283,"drop"
"UBL3",8,3,12,-0.128925804251398,0.482217544444047,1,"drop"
"N4BP1",8,3,12,0.000717754167900662,0.479975896954791,1,"drop"
"STIP1",8,3,12,-0.111850426687819,0.479418073060911,0.000252884367571687,"drop"
"SLC9A3R1",8,3,12,0.306570972950214,0.467647648652236,0.0117181307049929,"drop"
"LST1",8,3,12,-0.120553537322079,0.467082666218098,1,"drop"
"PSMB8",8,2,12,-0.383498626581408,0.458691210152421,0.0000876729358121333,"drop"
"RCSD1",8,3,12,-0.268301432308695,0.456651753365695,1,"drop"
"YIPF4",8,3,12,-0.236910296090567,0.448091157266646,1,"drop"
"PDCD7",8,3,12,-0.386260476900211,0.447468121476128,1,"drop"
"FNTA",8,3,12,-0.171612327008615,0.446314651523014,1,"drop"
"CXorf38",8,3,12,-0.32030078022121,0.443966287511102,0.538841902195815,"drop"
"SRA1",8,3,12,-0.395064355709265,0.442886357535832,1,"drop"
"USF3",8,3,12,-0.0699656912681132,0.438418937212178,1,"drop"
"HERPUD1",8,3,12,-0.0402561645630972,0.435183229816053,0.00021445854614257,"drop"
"ETFRF1",8,3,12,0.173739627023823,0.428105010326555,0.286199713226237,"drop"
"SUPT5H",8,3,12,0.123455613150583,0.427048165197984,1,"drop"
"SPG11",8,3,12,-0.0742046730231095,0.424012201256948,1,"drop"
"LIMS1",8,3,12,0.139550931689744,0.416446782798714,0.197952730756116,"drop"
"ZCCHC10",8,3,12,0.204812286852908,0.415998464676633,1,"drop"
"MDM2",8,3,12,0.0860913014423952,0.415199753306945,1,"drop"
"TTC1",8,3,12,-0.120890995585864,0.412413343017888,1,"drop"
"MORC3",8,3,12,-0.0124521134913793,0.407154470665318,1,"drop"
"SRGN",8,3,12,-0.407057080572592,0.407057080572592,0.0000276136242616392,"drop"
"ERAP2",8,3,12,-0.4058095555893,0.4058095555893,1,"drop"
"PPP2CA",8,3,12,0.0831586955031664,0.405760099883778,1,"drop"
"CCDC107",8,3,12,-0.140190670911983,0.404808313770359,0.00499264717230045,"drop"
"PRKACB",8,3,12,0.0304610974749484,0.399903939837576,1,"drop"
"PET100",8,3,12,0.178259001002622,0.395230937388657,0.00186007201260232,"drop"
"CLK1",8,3,12,0.0589566225173526,0.39439450096406,1,"drop"
"SELENOK",8,3,12,0.349311389608476,0.391774860047147,0.0000107683779474761,"drop"
"ACIN1",8,3,12,-0.0832568939760652,0.39104223744449,0.209484334004891,"drop"
"KIF2A",8,3,12,0.057239167890397,0.39098615307441,0.0570468114811088,"drop"
"LEPROTL1",8,3,12,0.228597892862042,0.389498133646044,0.000477738898315278,"drop"
"GTPBP4",8,3,12,0.0825453293619424,0.389430196433303,1,"drop"
"PPM1K",8,3,12,0.107486466053443,0.389263422510101,1,"drop"
"ERICH1",8,3,12,-0.0632704324152767,0.383477788556509,1,"drop"
"RSBN1L",8,3,12,-0.381964384947615,0.381964384947615,0.00301402367265044,"drop"
"ORMDL2",8,3,12,-0.117308784500998,0.376094089402994,1,"drop"
"ATF6B",8,3,12,-0.163056933304842,0.375210572134749,1,"drop"
"LRBA",8,3,12,-0.199516986475993,0.370897307218737,1,"drop"
"SFPQ",8,3,12,-0.0499421766170144,0.370293817499962,1,"drop"
"UQCC2",8,3,12,-0.258450337061798,0.368552326246733,1,"drop"
"STK26",8,3,12,0.0620743535723203,0.355557768181763,1,"drop"
"IMPDH2",8,3,12,-0.295778251748568,0.353498651076699,1,"drop"
"AQR",8,3,12,-0.0587540887921546,0.349480663529484,1,"drop"
"NAP1L4",8,2,12,-0.340722861088252,0.340722861088252,1,"drop"
"GID8",8,3,12,0.0658930686966907,0.324746841618217,1,"drop"
"IFI44L",8,2,11,2.65595275742605,2.86072220789296,0.000000000000000000000000000064235592856381,"drop"
"SESN1",8,3,11,-0.582097450680027,0.833679878759276,0.00000360469596792013,"drop"
"TRAC",8,3,11,0.218536061220227,0.552531258132949,0.00191250182356801,"drop"
"LARP4B",8,3,11,-0.137187741531679,0.527473448745125,1,"drop"
"TAP2",8,3,11,0.350841720396672,0.526864301953664,1,"drop"
"DDX23",8,3,11,-0.352237830467776,0.519415309784309,1,"drop"
"AGO2",8,3,11,-0.151088401863676,0.514931555294362,0.0029951908496644,"drop"
"SLC25A37",8,3,11,-0.187177690764429,0.501349399604266,0.28426616393089,"drop"
"ZFP36L1",8,3,11,0.161469811868579,0.491632048788616,0.000124240435206642,"drop"
"HACD4",8,3,11,-0.0387106630594104,0.490635501373261,1,"drop"
"CITED2",8,3,11,-0.259278802228128,0.488785536286371,0.809285762483144,"drop"
"RNF213",8,3,11,0.364886648297735,0.486702236358521,0.00000000000000561683958438362,"drop"
"SPOP",8,3,11,-0.328397510581989,0.485242407074271,0.00947234290902942,"drop"
"BRWD1",8,3,11,0.326703108999312,0.481126561316487,1,"drop"
"POU2F2",8,3,11,0.128954739125673,0.476013302861125,0.098811973779466,"drop"
"CCND3",8,3,11,-0.219358536091001,0.46996080434992,0.0000000198741746721366,"drop"
"PLPBP",8,3,11,0.177123103150977,0.465043090593326,1,"drop"
"BST2",8,3,11,0.118459372354601,0.457211114223808,1,"drop"
"DDHD1",8,3,11,0.161468457478227,0.456885236519716,1,"drop"
"FERMT3",8,3,11,-0.166354521575826,0.450747554317298,0.203019888503428,"drop"
"CDC42EP3",8,3,11,-0.333064260131244,0.44948177981395,0.682810404864395,"drop"
"PSMB8-AS1",8,3,11,-0.217395228887892,0.446667123859779,1,"drop"
"RBPJ",8,3,11,-0.120488549335772,0.444078116731589,0.410246249093198,"drop"
"ARHGEF2",8,3,11,-0.303795631874557,0.440269766700145,1,"drop"
"SNAP23",8,3,11,0.00906725418798045,0.436663041425659,1,"drop"
"FMC1",8,3,11,-0.434912751058762,0.434912751058762,1,"drop"
"NMI",8,3,11,-0.124050673748268,0.433980638405767,0.23351654648176,"drop"
"KRAS",8,3,11,0.013420073879208,0.431018397892296,1,"drop"
"NT5C",8,3,11,-0.267323127510017,0.429770537404633,1,"drop"
"RNF115",8,3,11,0.0478306423805598,0.429747300068337,0.388867805763245,"drop"
"MAP3K1",8,3,11,0.364389932238975,0.425075416645557,1,"drop"
"PKN2",8,3,11,-0.0236043291638615,0.421222659160019,1,"drop"
"TMEM259",8,3,11,-0.2669572771225,0.414939779704096,1,"drop"
"LEPROT",8,3,11,-0.163514390947817,0.4050667011132,1,"drop"
"EIF4EBP2",8,3,11,-0.0575059522568039,0.403462935708496,1,"drop"
"KATNBL1",8,3,11,-0.164447585125151,0.402272327093834,1,"drop"
"CDC27",8,3,11,-0.211893438818996,0.399185643964571,1,"drop"
"UFL1",8,3,11,-0.274199121075155,0.395789959902539,1,"drop"
"EZH1",8,3,11,-0.0406822693659615,0.389961587321881,1,"drop"
"NFKB1",8,3,11,-0.0996735255704273,0.38954181384141,0.218024726242025,"drop"
"HLA-F",8,3,11,-0.0148723010666887,0.386325295522408,0.00062061825400227,"drop"
"MBP",8,3,11,-0.154688430791439,0.385925696484798,1,"drop"
"OPTN",8,3,11,-0.131129164012764,0.381152217679667,1,"drop"
"NDUFB1",8,3,11,0.321682178751729,0.378890643605742,0.0394772182801033,"drop"
"LLPH",8,3,11,0.281803083706905,0.377374146834493,1,"drop"
"ATXN2L",8,3,11,0.232762243498832,0.372674125290385,1,"drop"
"STAT5B",8,3,11,0.0823122926950266,0.359190838671216,1,"drop"
"GLG1",8,3,11,0.0586889449861716,0.34487997089266,1,"drop"
"RPL38",8,3,11,0.330865317256751,0.330865317256751,0.000000000000000000000000000000000000000000000000065670400373084,"drop"
"S100A8",8,3,10,-0.80245965496572,0.80245965496572,0.159510310613846,"drop"
"SAMD9",8,3,10,0.311312971628076,0.592045301255284,0.0000268360837958564,"drop"
"SKI",8,3,10,-0.32595337439662,0.524738719451248,1,"drop"
"HLA-DPB1",8,3,10,0.223139982568637,0.495409152576603,0.00000000000000000000929278822630439,"drop"
"ELP5",8,2,10,-0.4867734741307,0.4867734741307,0.000328603060418997,"drop"
"MRTO4",8,3,10,-0.471671810674881,0.471671810674881,1,"drop"
"PIH1D1",8,2,10,-0.33816568033445,0.45716112487111,0.608257117051246,"drop"
"FOXO3",8,3,10,-0.14548072431597,0.452613840808116,0.094837165646846,"drop"
"ACAT1",8,3,10,0.112794160069304,0.441916339189577,1,"drop"
"RPL22L1",8,2,10,0.383777098976761,0.44054708338927,1,"drop"
"SH3BP1",8,3,10,-0.0054429485310037,0.427590414574987,1,"drop"
"ACAP1",8,3,10,-0.359080933210077,0.417482019790717,0.000409600104332016,"drop"
"HSPE1",8,3,10,0.00628647713457671,0.41401443184073,0.00000208993032121195,"drop"
"UBN1",8,3,10,-0.0140867603997568,0.408469891457539,1,"drop"
"DTWD1",8,3,10,-0.350232575812369,0.406930067155805,1,"drop"
"RESF1",8,3,10,-0.258220113034033,0.404254318736448,0.0000741235178696621,"drop"
"MLX",8,3,10,-0.291812084299495,0.403332456497583,1,"drop"
"SF3A2",8,3,10,-0.270600170977558,0.394448091565693,1,"drop"
"SAFB",8,3,10,-0.280661185079751,0.39243979476978,0.736608173585052,"drop"
"THUMPD3",8,3,10,-0.330147235496472,0.391463902173028,1,"drop"
"MAP4K4",8,3,10,-0.101268038440094,0.391203657013941,1,"drop"
"NUDT3",8,3,10,0.285536412502395,0.381575010993664,1,"drop"
"PSMA7",8,3,10,-0.264460699339853,0.375460920221134,0.0000970654199853677,"drop"
"SNHG3",8,3,10,0.37075947847308,0.37075947847308,1,"drop"
"BRD7",8,3,10,0.308900776889445,0.368530071137619,1,"drop"
"MTRNR2L12",8,3,10,0.132714136418758,0.368175004460574,0.0000000017399789926225,"drop"
"UCP2",8,3,10,-0.0384742760675248,0.367221809305594,0.000344581733572267,"drop"
"VPS35",8,2,10,-0.232142652908442,0.363932288160993,1,"drop"
"UBXN7",8,3,10,0.163016512085361,0.35174541213513,1,"drop"
"PLEKHA3",8,3,10,-0.178724407887729,0.347758877242159,1,"drop"
"OIP5-AS1",8,3,10,0.0239131553287055,0.330782516429984,1,"drop"
"FNDC3A",8,3,10,-0.20323985140658,0.318271608515874,1,"drop"
"GIT2",8,3,9,-0.14758891467433,0.528535802232151,1,"drop"
"UXS1",8,3,9,0.172563879789206,0.494503634730707,1,"drop"
"SSH2",8,3,9,-0.219548474520113,0.436927717751933,1,"drop"
"UBE2H",8,3,9,-0.209999861621538,0.41229628864271,1,"drop"
"SEL1L",8,3,9,-0.231883990028176,0.403692340798898,1,"drop"
"ITGB2",8,2,9,-0.26964688340422,0.401249827710209,0.00926975408165804,"drop"
"UBR2",8,3,9,-0.00533316826354288,0.399553784835112,1,"drop"
"HERPUD2",8,3,9,0.0653443731467669,0.3673734973508,1,"drop"
"SIN3A",8,3,9,0.000737229401991668,0.359777920726416,1,"drop"
"AZI2",8,3,9,0.0219047606220154,0.347911157006859,1,"drop"
"ESYT1",8,3,8,-0.00297808110932476,0.383644805763313,1,"drop"
"METRNL",7,3,19,0.179850740246257,0.767351959415215,0.00000000000000000000513951366508252,"drop"
"RGCC",7,3,18,0.145479101804568,0.788053520160095,0.0176196412967682,"drop"
"FOSB",7,3,16,-0.812700434006837,2.26944697554873,0.0000000000000000000000000000000000000385001737996695,"drop"
"AC020916.1",7,3,16,-0.194874007672637,1.72856969492373,0.000000000000000000584773872744152,"drop"
"PER1",7,3,16,-0.0112964265320304,0.80482696510343,0.0000148060066725534,"drop"
"AL118516.1",7,3,16,-0.110527802055493,0.714032301070481,0.0000123318183980603,"drop"
"PIM3",7,3,16,0.588835355455433,0.684710785861909,0.463302286124445,"drop"
"SC5D",7,3,16,0.182466748503543,0.679858570027714,0.0000107912000346447,"drop"
"MIDN",7,3,16,-0.0695628229845371,0.671360088002511,0.0000000000024329897678452,"drop"
"PTGER2",7,3,16,-0.316613947168265,0.615418608995775,0.487595096616755,"drop"
"CDC37L1",7,3,16,-0.101286913479777,0.566253455776828,0.028904672281999,"drop"
"CBX1",7,3,16,-0.0950749607498508,0.371359846330527,1,"drop"
"PPP1R15A",7,3,15,-0.261225351616955,1.27462953348802,0.00000000000669600023483929,"drop"
"AC044849.1",7,3,15,-0.158536229516304,0.7249654915516,0.0153353042651157,"drop"
"PELI1",7,3,15,0.147987413660265,0.554016170642304,0.0000000401210293572816,"drop"
"ST3GAL1",7,3,15,-0.178784363880143,0.527780235136585,0.0161359937107937,"drop"
"CHIC2",7,3,15,0.0977546841142565,0.52327491388546,1,"drop"
"B4GALT1",7,3,15,0.078583271519989,0.507975914667189,1,"drop"
"MED11",7,3,15,-0.174764026915333,0.507920330123952,0.502754275048523,"drop"
"EML4",7,3,15,0.211591116710835,0.497693938614132,0.0811829874232777,"drop"
"LPIN1",7,3,15,0.244014558578138,0.493755503925272,1,"drop"
"KRCC1",7,3,15,-0.280830816944399,0.491150350151795,1,"drop"
"NRBF2",7,3,15,0.0521328231723895,0.482348648072556,1,"drop"
"TUBB4B",7,3,15,-0.265352354286777,0.473515437742596,0.19129306084611,"drop"
"AL627171.2",7,3,15,-0.0445158520368079,0.469419931223942,0.905686969714459,"drop"
"RPS6KA5",7,3,15,0.0762233199073351,0.442684815906166,1,"drop"
"ARHGAP5",7,3,15,0.132264916711984,0.438936153581785,1,"drop"
"COG5",7,3,15,-0.125304805586447,0.438184018902177,1,"drop"
"TEX264",7,3,15,-0.244742707759607,0.378985443415639,0.87670631789324,"drop"
"EIF1B",7,3,15,-0.00801318974119554,0.36387876427855,0.604868177988511,"drop"
"RNF169",7,3,15,0.0420602288225363,0.357918288274044,1,"drop"
"TIPARP",7,3,14,-0.0207416276022714,1.24508773158287,0.00000000119205998523787,"drop"
"ZCCHC2",7,3,14,0.674487257828284,0.854949311704228,0.000410963399726903,"drop"
"AC114760.2",7,3,14,0.494805171504038,0.678699222370628,1,"drop"
"ZBTB43",7,3,14,0.495554440483927,0.607499399186103,1,"drop"
"FAM53B",7,3,14,0.396868838275086,0.601672857677459,1,"drop"
"IFITM1",7,3,14,0.180262219586637,0.585160308803033,0.00000185284679231789,"drop"
"FOSL2",7,3,14,0.414477770784661,0.557306959652612,0.00424603016971133,"drop"
"TDP2",7,3,14,-0.00842495562423658,0.549021659180562,1,"drop"
"EGLN1",7,3,14,0.252660486216794,0.529656554823348,1,"drop"
"JADE1",7,3,14,0.135188089923711,0.529289263565044,1,"drop"
"PPP1R18",7,3,14,-0.188516698485887,0.524328207071416,0.0882497532734873,"drop"
"KCNQ1OT1",7,3,14,-0.121725838403889,0.51369720317501,0.379940561927906,"drop"
"CCNT1",7,3,14,0.25333457369866,0.511694272225657,1,"drop"
"PPWD1",7,3,14,-0.114345723029249,0.501754511113978,1,"drop"
"ACAA2",7,3,14,-0.137185452761774,0.50012652011634,1,"drop"
"NIBAN1",7,3,14,-0.30909696757226,0.494858232273707,0.0396294471271101,"drop"
"ITPKB",7,3,14,0.357438341287664,0.494568342516498,1,"drop"
"LPCAT1",7,3,14,-0.193618911408294,0.492914872114443,1,"drop"
"PMVK",7,3,14,-0.210552030498834,0.482461242135105,1,"drop"
"ECI2",7,3,14,-0.376010506773574,0.481760742100247,1,"drop"
"SEC22B",7,3,14,-0.0556928680978203,0.456913899219076,1,"drop"
"TRIM56",7,3,14,-0.150268978017616,0.442885582583682,0.123242806593137,"drop"
"KLHL28",7,3,14,0.108988376895245,0.437556675251366,1,"drop"
"CCND2",7,3,14,0.0581971223882723,0.429455738193493,0.702965133447541,"drop"
"HMOX2",7,3,14,-0.267830877221186,0.428572732070077,0.480254139324849,"drop"
"CAPN1",7,3,14,-0.12255817825812,0.424577051678079,1,"drop"
"LYSMD2",7,3,14,-0.11301346640935,0.410378006347495,0.000113504677256933,"drop"
"CBLL1",7,3,14,0.122604086633354,0.400380384147688,1,"drop"
"ZC3H7A",7,3,14,-0.0489281423036129,0.39824267369837,1,"drop"
"MPPE1",7,3,14,0.0351832265379822,0.396413245390973,1,"drop"
"C1orf131",7,3,14,-0.0259940561474349,0.389253961287872,1,"drop"
"RSRP1",7,3,14,-0.109773482469019,0.386921778529127,0.503974580033954,"drop"
"NASP",7,3,14,-0.244956430729169,0.385410419069698,0.0000716854461342147,"drop"
"CCPG1",7,3,14,-0.103570994373661,0.384494853754004,1,"drop"
"PURB",7,3,14,-0.0152999995423232,0.382111691104363,1,"drop"
"PIK3CA",7,3,14,0.184504536384303,0.37950222930688,1,"drop"
"COQ7",7,3,13,-0.142289346096034,0.771086828589061,0.287040117218047,"drop"
"SKIL",7,3,13,0.182536563120216,0.65985498000089,0.642199408428039,"drop"
"SVIP",7,3,13,0.610359900913443,0.649273266207657,1,"drop"
"NKG7",7,3,13,-0.215895958025963,0.600494497447218,1,"drop"
"C1orf56",7,2,13,0.600232103325314,0.600232103325314,1,"drop"
"TMEM41B",7,3,13,0.334203377728262,0.589264236021174,1,"drop"
"BCL2L11",7,3,13,-0.00850828805771623,0.570880643320357,0.011292402150492,"drop"
"KLHL24",7,3,13,0.0313479270548283,0.561517951505579,1,"drop"
"APOL6",7,3,13,0.30912110693475,0.559809941084438,0.000967656497548362,"drop"
"POLR2J3",7,3,13,0.501254957128048,0.554982209478869,0.00646799647391655,"drop"
"OSBPL11",7,3,13,-0.453003880661401,0.54819468560405,0.115737110160608,"drop"
"COG3",7,2,13,0.545617021232269,0.545617021232269,1,"drop"
"AFF1",7,3,13,-0.0528025463773823,0.53124701058078,1,"drop"
"RAB11FIP1",7,3,13,0.198677734226854,0.527662034829674,0.0589900527460919,"drop"
"AKNA",7,3,13,-0.0892728563534714,0.52503320523077,0.0000232862332918877,"drop"
"CASP1",7,3,13,-0.311536207618526,0.524023294646037,0.098200121234117,"drop"
"ZNF350",7,3,13,0.425458851727782,0.523935188949264,1,"drop"
"RGS2",7,3,13,0.211930779605041,0.519416258223057,0.505703564594971,"drop"
"PYCARD",7,3,13,-0.312776412272612,0.505495990914481,0.0094826337066821,"drop"
"IRF1",7,3,13,0.239474675585459,0.493335245711964,0.00426592390788343,"drop"
"REV1",7,3,13,-0.0373865307873618,0.486458023303464,1,"drop"
"TWISTNB",7,3,13,0.13640890788966,0.482495806282714,0.0117000974965321,"drop"
"RAB5IF",7,3,13,-0.0223638121846915,0.476143021288739,1,"drop"
"OXSR1",7,3,13,-0.188766584089647,0.474449940345154,1,"drop"
"CASP8AP2",7,3,13,-0.0619719360089729,0.468003020372274,1,"drop"
"SCAF8",7,3,13,-0.0803622985521635,0.465021771871115,1,"drop"
"SIAH2",7,3,13,0.0161235228720357,0.464216740167523,1,"drop"
"ATP6V1D",7,3,13,-0.254919862940186,0.463241840231877,1,"drop"
"TFDP1",7,3,13,0.128596516411247,0.459527752434221,1,"drop"
"RGS14",7,3,13,-0.237168227434338,0.456436155131113,0.0000000989778151359358,"drop"
"GOPC",7,3,13,-0.218471015896727,0.452372722404379,1,"drop"
"AGO3",7,3,13,0.159672157002765,0.451350582659513,1,"drop"
"C16orf87",7,3,13,0.228628908581213,0.448937378494752,1,"drop"
"ASB8",7,3,13,0.00424837875202092,0.445441124168659,1,"drop"
"EBPL",7,3,13,0.316232090263088,0.445361011407773,0.3561013691754,"drop"
"PIK3CG",7,3,13,0.0321098319406389,0.444471181370226,1,"drop"
"USO1",7,3,13,-0.23893079232837,0.443918403724441,0.33944701624995,"drop"
"CDK6",7,3,13,0.0280366127211128,0.438206837828217,1,"drop"
"NUP98",7,3,13,-0.146852340353911,0.43467671393528,1,"drop"
"ZNF146",7,3,13,-0.324017044634679,0.434019817038279,1,"drop"
"H2AFJ",7,3,13,0.340354771013153,0.432398782640299,1,"drop"
"CABIN1",7,3,13,-0.136821288508289,0.43079970406456,1,"drop"
"ERN1",7,3,13,-0.174922038294431,0.429844390573143,1,"drop"
"HIKESHI",7,3,13,-0.213725599364613,0.428364634509873,1,"drop"
"TMEM50A",7,3,13,0.019763849872789,0.426299350185078,1,"drop"
"TRADD",7,3,13,-0.0575890465930042,0.416609307128328,1,"drop"
"FLYWCH2",7,3,13,-0.099358453679272,0.415342567582447,1,"drop"
"NKAP",7,3,13,-0.18254535844413,0.414785011665719,1,"drop"
"ZNF431",7,3,13,-0.00470068367961101,0.414261873787016,1,"drop"
"WDR26",7,3,13,0.29689119650914,0.409279960943086,1,"drop"
"GOSR1",7,3,13,0.146187581642612,0.408553866525487,1,"drop"
"LARP7",7,3,13,0.111106341660211,0.408157569357069,1,"drop"
"CKLF",7,3,13,0.134893958110481,0.405533923162472,0.00166452840991751,"drop"
"RNMT",7,3,13,0.250212160581862,0.404775922332837,0.46412780378701,"drop"
"CFAP298",7,3,13,-0.192164670945109,0.404479219000295,1,"drop"
"RALA",7,3,13,-0.34966115580056,0.403839876414306,1,"drop"
"PLCG2",7,3,13,0.155126930961231,0.400512950165018,0.0370036925057518,"drop"
"MIEN1",7,3,13,-0.311372407861697,0.398434577026085,1,"drop"
"ZDHHC12",7,3,13,-0.0666316553931987,0.39540820603979,1,"drop"
"MTR",7,3,13,-0.0309838630618721,0.394726458593527,1,"drop"
"DPF2",7,3,13,-0.302409219242182,0.391691789869065,1,"drop"
"LTN1",7,3,13,-0.0454435822219701,0.390066061816001,1,"drop"
"CCNDBP1",7,3,13,-0.140301770989847,0.386754668576165,1,"drop"
"TMEM170A",7,3,13,-0.0671206159869412,0.374557682932726,1,"drop"
"SYNRG",7,3,13,-0.176285455729645,0.366463724780109,0.0190844718710839,"drop"
"ZNF326",7,3,13,0.251009433913829,0.36392242062172,1,"drop"
